y_true,y_pred,residual
11747.38,11747.315103958957,0.06489604104172031
11747.39,11747.391784478326,-0.0017844783269538311
11747.4,11747.123491348855,0.2765086511444679
11747.4,11747.383122142022,0.01687785797730612
11747.41,11747.318992841194,0.0910071588059509
11747.42,11747.391784478326,0.028215521673701005
11747.43,11747.426375135072,0.003624864928497118
11747.44,11747.435199098187,0.004800901813723613
11747.45,11747.439087980423,0.01091201957751764
11747.45,11747.46948404013,-0.019484040129100322
11747.46,11747.491130877843,-0.031130877843679627
11747.46,11747.461729961862,-0.001729961863020435
11747.47,11747.491214404166,-0.021214404167039902
11747.47,11747.491130877843,-0.02113087784346135
11747.48,11747.466976148064,0.013023851935940911
11747.48,11747.49599957692,-0.01599957692087628
11747.490000000002,11747.473166479247,0.01683352075451694
11747.490000000002,11747.491130877843,-0.0011308778412058018
11747.5,11747.502169750656,-0.002169750656321412
11747.5,11747.491130877843,0.008869122157193488
11747.5,11747.490643509525,0.009356490474601742
11747.5,11747.489870159376,0.010129840624358621
11747.51,11747.491130877843,0.018869122157411766
11747.51,11747.491130877843,0.018869122157411766
11747.51,11747.493863418418,0.016136581582031795
11747.51,11747.495701446287,0.0142985537131608
11747.51,11747.495701446287,0.0142985537131608
11747.52,11747.50172418767,0.01827581233010278
11747.52,11747.493642962243,0.026357037757406943
11747.52,11747.491691111465,0.028308888535320875
11747.52,11747.493863418418,0.026136581582250074
11747.52,11747.489540115334,0.030459884666925063
11747.51,11747.505897810368,0.004102189632249065
11747.51,11747.489540115334,0.020459884666706785
11747.51,11747.438113544053,0.07188645594760601
11747.51,11747.50172418767,0.008275812329884502
11747.51,11747.493642962243,0.016357037757188664
11747.51,11747.50172418767,0.008275812329884502
11747.51,11747.495701446287,0.0142985537131608
11747.5,11747.453248368187,0.04675163181309472
11747.5,11747.498159315617,0.001840684382841573
11747.5,11747.493873077558,0.006126922442490468
11747.490000000002,11747.493642962243,-0.0036429622414289042
11747.490000000002,11747.430488470984,0.05951152901798196
11747.48,11747.4918927044,-0.011892704400452203
11747.48,11747.493873077558,-0.01387307755794609
11747.48,11747.493873077558,-0.01387307755794609
11747.47,11747.493873077558,-0.02387307755816437
11747.47,11747.48185021484,-0.011850214839796536
11747.47,11747.484416267669,-0.014416267669730587
11747.47,11747.48185021484,-0.011850214839796536
11747.47,11747.493642962243,-0.02364296224368445
11747.47,11747.48185021484,-0.011850214839796536
11747.46,11747.493642962243,-0.03364296224390273
11747.46,11747.488898721684,-0.028898721684527118
11747.46,11747.491204741898,-0.03120474189927336
11747.46,11747.492801124987,-0.032801124987599906
11747.46,11747.488442121037,-0.028442121038096957
11747.46,11747.50705840955,-0.04705840955102758
11747.490000000002,11747.554817237902,-0.06481723790057003
11747.51,11747.545360428014,-0.035360428013518685
11747.54,11747.492801124987,0.047198875014146324
11747.56,11747.554817237902,0.005182762097319937
11747.59,11747.492801124987,0.09719887501341873
11747.61,11747.698114019187,-0.08811401918683259
11747.64,11747.554817237902,0.08518276209724718
11747.66,11747.710905954875,-0.050905954874906456
11747.69,11747.705525497604,-0.015525497603448457
11747.71,11747.705525497604,0.004474502395169111
11747.740000000002,11747.710905954875,0.029094045126839774
11747.76,11747.626759051209,0.13324094879135373
11747.78,11747.825095658405,-0.04509565840453433
11747.81,11747.847975974597,-0.03797597459742974
11747.83,11747.898903296387,-0.06890329638736148
11747.86,11747.900902296253,-0.040902296252170345
11747.88,11747.861404323537,0.01859567646170035
11747.9,11747.824039205203,0.07596079479662876
11747.93,11748.100815670157,-0.17081567015702603
11747.95,11748.100815670157,-0.15081567015658948
11747.98,11747.980470571385,-0.0004705713854491478
11748.0,11748.094624188196,-0.09462418819566665
11748.02,11748.049290999792,-0.029290999791555805
11748.05,11747.980470571385,0.06952942861425981
11748.070000000002,11748.105046214978,-0.03504621497631888
11748.09,11748.106633215179,-0.016633215178444516
11748.11,11748.090267512089,0.019732487911824137
11748.14,11748.088401569574,0.05159843042565626
11748.16,11748.090609920368,0.06939007963228505
