y_true,y_pred,residual
11236.02,11244.163410691393,-8.143410691393001
11237.05,11248.92517448541,-11.875174485410753
11238.09,11248.122375600336,-10.032375600336309
11239.12,11245.709963946727,-6.5899639467261295
11240.15,11246.074809039523,-5.9248090395230975
11241.18,11248.392909023523,-7.212909023523025
11242.21,11248.040920569982,-5.8309205699824815
11243.240000000002,11245.829412771624,-2.5894127716219373
11244.27,11248.225830547619,-3.9558305476184614
11245.3,11247.103966045503,-1.80396604550333
11246.34,11246.588541232784,-0.24854123278419138
11247.37,11248.092061307249,-0.7220613072477136
11248.4,11250.186332118976,-1.7863321189761336
11249.43,11246.061468107397,3.3685318926036416
11250.46,11248.122375600336,2.3376243996626727
11251.490000000002,11248.689868845777,2.8001311542248004
11252.52,11249.694139470588,2.825860529412239
11253.56,11247.450271978456,6.10972802154356
11254.59,11248.092061307249,6.497938692751632
11255.62,11258.210736114237,-2.590736114236279
11256.65,11259.299979745745,-2.6499797457454406
11257.68,11255.950631884109,1.7293681158917025
11258.71,11259.067040758122,-0.357040758122821
11259.740000000002,11260.746413972944,-1.0064139729420276
11260.78,11259.104592506716,1.6754074932850926
11261.81,11265.44242691597,-3.632426915970427
11262.84,11258.685970921879,4.154029078121312
11263.87,11258.75889484337,5.111105156631311
11264.9,11262.772584028256,2.1274159717431758
11265.93,11259.616123264594,6.313876735406666
11266.96,11268.522947232983,-1.5629472329837881
11267.96,11268.258426694305,-0.29842669430581736
11268.96,11268.407309122997,0.5526908770025329
11269.96,11271.360406820297,-1.400406820297576
11270.96,11271.656063414692,-0.6960634146926168
11271.96,11271.348998778478,0.6110012215212919
11272.96,11273.343615681784,-0.3836156817851588
11273.96,11274.982657193266,-1.0226571932671504
11274.96,11276.58623069895,-1.6262306989501667
11275.96,11274.49960216562,1.4603978343784547
11276.95,11278.253605881391,-1.3036058813904674
11277.95,11281.599785574213,-3.6497855742127285
11278.94,11276.326901268601,2.6130987313990772
11279.93,11278.580512373861,1.3494876261393074
11280.92,11283.376259005983,-2.4562590059831564
11281.92,11283.968665945324,-2.0486659453235916
11282.91,11282.757411283961,0.15258871603873558
11283.9,11284.101496382455,-0.20149638245493406
11284.89,11284.598042060117,0.2919579398821952
11285.88,11288.06216446693,-2.1821644669307716
11286.88,11289.367371927545,-2.4873719275456097
11287.86,11286.618309605781,1.241690394219404
11288.85,11284.5379821247,4.312017875299716
11289.84,11289.752425961324,0.08757403867639368
11290.83,11287.227581086201,3.6024189137988287
11291.820000000002,11294.424105966164,-2.604105966162024
11292.8,11295.75580059364,-2.95580059364147
11293.79,11291.903180998803,1.8868190011980914
11294.78,11293.486107486287,1.2938925137132173
11295.77,11295.75580059364,0.014199406359693967
11296.76,11295.21842878277,1.5415712172307394
11297.740000000002,11295.78669704864,1.953302951362275
11298.72,11299.281263035495,-0.561263035495358
11299.71,11300.00438624662,-0.2943862466199789
11300.69,11299.491627190257,1.198372809743887
11301.67,11303.350055822362,-1.680055822362192
11302.66,11304.017832035914,-1.357832035913816
11303.64,11304.59575256564,-0.9557525656400685
11304.62,11304.651887161212,-0.031887161210761406
11305.61,11305.7140690527,-0.10406905269883282
11306.59,11306.841001721808,-0.2510017218082794
11307.570000000002,11310.227702912385,-2.6577029123836837
11308.55,11310.621426118254,-2.071426118254749
11309.52,11310.170665701746,-0.6506657017453108
11310.5,11310.35584646469,0.14415353530966968
11311.48,11311.156899448793,0.3231005512061529
11312.46,11310.837777779121,1.6222222208780295
11313.44,11310.837777779121,2.602222220879412
11314.42,11310.863551762,3.556448237999575
11315.39,11315.328607974076,0.06139202592385118
11316.37,11316.352076122115,0.01792387788555061
11317.35,11318.041133211063,-0.691133211063061
11318.320000000002,11317.270748506406,1.0492514935958752
11319.29,11319.199373080497,0.0906269195038476
11320.26,11321.921928224554,-1.661928224553776
11321.240000000002,11319.988629409587,1.2513705904148082
11322.21,11322.066819155896,0.1431808441029716
11323.18,11323.616177322836,-0.4361773228356469
11324.16,11323.67361455992,0.48638544007917517
11325.13,11324.151177945485,0.9788220545142394
11326.1,11324.44651320354,1.653486796460129
11327.070000000002,11329.380826307002,-2.3108263070007524
11328.69,11332.902260457808,-4.212260457807133
11330.53,11331.534044855243,-1.0040448552426824
11332.37,11328.580809181722,3.7891908182791667
11334.21,11329.454434148902,4.755565851097344
11336.06,11333.784177737256,2.2758222627435316
11337.9,11334.363079417952,3.536920582047969
11339.75,11334.56908069727,5.180919302729308
11341.6,11343.608258149447,-2.008258149446192
11343.45,11344.822993547432,-1.3729935474311787
11345.31,11343.822581854194,1.48741814580535
11347.17,11347.744016638198,-0.5740166381983727
11349.02,11346.868665535872,2.1513344641280128
11350.88,11350.591541475082,0.28845852491758706
11352.740000000002,11354.424665874927,-1.6846658749254857
11354.6,11354.00353615747,0.5964638425302837
11356.46,11357.319352982548,-0.8593529825484438
11358.320000000002,11360.887221436402,-2.5672214364003594
11360.18,11359.504030665106,0.6759693348940345
11362.04,11362.145822743889,-0.10582274388798396
11363.9,11361.76694366691,2.1330563330902805
11365.77,11362.956154850679,2.8138451493214234
11366.76,11363.732062934552,3.0279370654479862
11367.53,11363.756307506159,3.773692493841736
