y_true,y_pred,residual
11236.02,11248.154650077797,-12.134650077796323
11237.05,11250.519897342745,-13.469897342745753
11238.09,11250.519897342745,-12.42989734274488
11239.12,11241.409239059196,-2.289239059195097
11240.15,11245.386670021668,-5.236670021668033
11241.18,11245.737569700035,-4.557569700034946
11242.21,11243.93877851389,-1.7287785138905747
11243.240000000002,11245.525820620298,-2.285820620296363
11244.27,11247.876342735248,-3.606342735247381
11245.3,11246.413187541517,-1.1131875415176182
11246.34,11250.519897342745,-4.17989734274488
11247.37,11250.519897342745,-3.149897342744225
11248.4,11247.876342735248,0.5236572647518187
11249.43,11250.519897342745,-1.0898973427447345
11250.46,11249.835935505529,0.6240644944700762
11251.490000000002,11247.876342735248,3.6136572647537832
11252.52,11251.794891715537,0.7251082844632037
11253.56,11247.876342735248,5.683657264751673
11254.59,11250.519897342745,4.07010265725512
11255.62,11250.66029068082,4.959709319180547
11256.65,11255.322368030813,1.3276319691867684
11257.68,11255.46259287863,2.217407121370343
11258.71,11253.846751022123,4.863248977875628
11259.740000000002,11252.808251031003,6.931748968998363
11260.78,11266.250101536356,-5.470101536355287
11261.81,11266.143798165223,-4.333798165223925
11262.84,11263.05856034327,-0.21856034326992813
11263.87,11250.519897342745,13.350102657255775
11264.9,11250.519897342745,14.38010265725461
11265.93,11265.020472285545,0.9095277144551801
11266.96,11270.612716277883,-3.652716277883883
11267.96,11270.282297184433,-2.3222971844334097
11268.96,11272.34578273602,-3.385782736020701
11269.96,11271.667542677887,-1.7075426778883411
11270.96,11269.675414710673,1.2845852893260599
11271.96,11270.216288438907,1.7437115610919136
11272.96,11270.216288438907,2.7437115610919136
11273.96,11270.216288438907,3.7437115610919136
11274.96,11277.236205647969,-2.2762056479696184
11275.96,11277.236205647969,-1.2762056479696184
11276.95,11277.236205647969,-0.28620564796801773
11277.95,11278.379340946814,-0.4293409468136815
11278.94,11279.755335139336,-0.8153351393357298
11279.93,11279.211138021594,0.718861978406494
11280.92,11283.80823730391,-2.8882373039105005
11281.92,11283.97297762973,-2.0529776297298667
11282.91,11283.166642148704,-0.2566421487044863
11283.9,11283.718849098417,0.1811509015824413
11284.89,11283.183341790738,1.7066582092611498
11285.88,11286.660653710807,-0.7806537108081102
11286.88,11286.660653710807,0.2193462891918898
11287.86,11289.17334195058,-1.3133419505793427
11288.85,11289.912528910061,-1.0625289100607915
11289.84,11291.894619151732,-2.0546191517314583
11290.83,11292.585862096306,-1.7558620963063731
11291.820000000002,11293.949249713609,-2.1292497136073507
11292.8,11291.442281585905,1.3577184140940517
11293.79,11294.369571399344,-0.5795713993429672
11294.78,11295.88584781714,-1.1058478171398747
11295.77,11295.362137382685,0.40786261731591367
11296.76,11295.849364951184,0.9106350488164026
11297.740000000002,11299.645648118769,-1.9056481187672034
11298.72,11301.115534896679,-2.395534896679237
11299.71,11299.697094125184,0.012905874815260177
11300.69,11301.166447669124,-0.47644766912344494
11301.67,11304.399546168595,-2.729546168595334
11302.66,11300.870347147596,1.7896528524033783
11303.64,11302.696065538876,0.9439344611237175
11304.62,11305.002837638433,-0.382837638431738
11305.61,11305.919719317517,-0.3097193175162829
11306.59,11309.024359762969,-2.4343597629685974
11307.570000000002,11307.266199561525,0.30380043847617344
11308.55,11308.670017512095,-0.12001751209572831
11309.52,11310.779676829625,-1.259676829624368
11310.5,11311.560654976665,-1.0606549766653188
11311.48,11311.814237881665,-0.3342378816651035
11312.46,11310.762642780135,1.6973572198639886
11313.44,11312.484689107323,0.9553108926775167
11314.42,11313.802918341871,0.6170816581288818
11315.39,11317.650877344044,-2.2608773440442747
11316.37,11317.650877344044,-1.2808773440428922
11317.35,11315.413203362194,1.936796637806765
11318.320000000002,11318.336926933714,-0.016926933712966274
11319.29,11315.39801385098,3.8919861490212497
11320.26,11319.729074343712,0.530925656288673
11321.240000000002,11322.672139667331,-1.4321396673294657
11322.21,11323.01031345299,-0.8003134529917588
11323.18,11323.854631892118,-0.674631892117759
11324.16,11324.892197396628,-0.7321973966281803
11325.13,11323.788875041118,1.341124958880755
11326.1,11326.296295543318,-0.19629554331731924
11327.070000000002,11330.54211947628,-3.472119476278749
11328.69,11329.116471093574,-0.4264710935731273
11330.53,11331.363755974535,-0.8337559745341423
11332.37,11329.52532961267,2.8446703873305523
11334.21,11330.837350593067,3.3726494069323962
11336.06,11336.731687207548,-0.6716872075485298
11337.9,11335.455198841517,2.4448011584827327
11339.75,11337.82231323897,1.9276867610296904
11341.6,11338.931265479532,2.668734520468206
11343.45,11341.837524747507,1.612475252493823
11345.31,11343.610677236878,1.6993227631210175
11347.17,11347.231818401564,-0.061818401563868974
11349.02,11343.495353371183,5.524646628817209
11350.88,11350.923638458295,-0.04363845829539059
11352.740000000002,11348.693984335388,4.046015664613151
11354.6,11356.524052213072,-1.9240522130712634
11356.46,11356.194024456705,0.26597554329418926
11358.320000000002,11360.48785931643,-2.167859316428803
11360.18,11360.581229213873,-0.40122921387228416
11362.04,11365.726407971768,-3.6864079717670393
11363.9,11360.48932723711,3.4106727628895896
11365.77,11361.082398385024,4.687601614976302
11366.76,11367.035848848273,-0.2758488482722896
11367.53,11367.328201166183,0.20179883381752006
11368.31,11368.091265276487,0.2187347235121706
11369.08,11367.860586833662,1.2194131663381995
11369.85,11370.506303178317,-0.6563031783171027
11370.63,11370.073608054701,0.5563919452979462
11371.4,11370.775951759402,0.6240482405974035
11372.17,11370.839375245961,1.3306247540385812
11372.94,11371.88905165625,1.0509483437508607
11373.71,11371.88905165625,1.8209483437494782
11374.47,11373.93785657865,0.5321434213492466
11375.240000000002,11374.520075316765,0.7199246832369681
11376.01,11375.052770269194,0.9572297308059206
11376.78,11374.321910424722,2.458089575278791
11377.55,11375.249456415133,2.3005435848663183
11378.31,11378.178594838446,0.13140516155363002
11379.08,11380.37334854646,-1.293348546460038
11379.85,11380.29998503462,-0.44998503462011286
11380.61,11381.905863491855,-1.2958634918541065
11381.37,11381.121170902456,0.24882909754524007
11382.13,11384.027986154953,-1.8979861549541965
11382.89,11382.373242504453,0.5167574955466989
11383.65,11384.844310714363,-1.1943107143633824
11384.42,11385.333182227107,-0.9131822271065175
11385.18,11384.314345262665,0.8656547373357171
11385.94,11385.239264516507,0.7007354834931903
11386.7,11385.526563748013,1.1734362519873685
11387.46,11387.473882434795,-0.013882434795959853
11388.21,11387.903681203796,0.3063187962034135
11388.97,11387.514466176895,1.4555338231039059
11389.72,11388.5907421534,1.1292578466000123
11390.48,11391.047422420497,-0.5674224204976781
11391.23,11393.137577459434,-1.9075774594348331
11391.990000000002,11393.730179643331,-1.7401796433296113
11392.740000000002,11394.052280162856,-1.312280162854222
11393.490000000002,11393.137577459434,0.3524225405672041
11394.25,11393.642608762155,0.6073912378451496
11395.0,11395.201099361622,-0.20109936162225495
11395.75,11396.791049125222,-1.0410491252223437
11396.5,11395.328173166006,1.1718268339936913
11397.240000000002,11398.194281893397,-0.9542818933950912
11397.990000000002,11398.007112561516,-0.01711256151429552
