y_true,y_pred,residual
11236.02,11241.017487022287,-4.997487022286805
11237.05,11240.756131963972,-3.706131963972439
11238.09,11242.204733056964,-4.114733056963814
11239.12,11244.444557474217,-5.324557474215908
11240.15,11247.391759829507,-7.241759829506918
11241.18,11247.801279214467,-6.621279214466995
11242.21,11246.456685152963,-4.246685152964346
11243.240000000002,11247.312233180113,-4.0722331801116525
11244.27,11244.153365181315,0.11663481868527015
11245.3,11246.21410946565,-0.9141094656515634
11246.34,11247.312551817711,-0.9725518177110644
11247.37,11246.038422517418,1.331577482582361
11248.4,11244.153365181315,4.24663481868447
11249.43,11247.312551817711,2.117448182289081
11250.46,11255.174123189769,-4.714123189769452
11251.490000000002,11252.548069177305,-1.0580691773029685
11252.52,11250.592603911231,1.9273960887694557
11253.56,11252.740256491672,0.8197435083275195
11254.59,11255.325270570554,-0.7352705705543485
11255.62,11252.23590648289,3.384093517110159
11256.65,11259.280523474423,-2.630523474423171
11257.68,11259.802030177252,-2.1220301772518724
11258.71,11251.536217880608,7.173782119391035
11259.740000000002,11258.511501859655,1.2284981403463462
11260.78,11260.134015667,0.6459843330012518
11261.81,11260.894868156043,0.9151318439562601
11262.84,11258.057323249428,4.782676750572136
11263.87,11258.996515582807,4.8734844171940495
11264.9,11263.851830492806,1.0481695071939612
11265.93,11255.807790217843,10.12220978215737
11266.96,11256.611545799451,10.348454200548076
11267.96,11272.36692973522,-4.406929735221638
11268.96,11273.874859486354,-4.914859486354544
11269.96,11271.24771510673,-1.2877151067314117
11270.96,11268.75170347742,2.2082965225799853
11271.96,11277.218405343605,-5.258405343605773
11272.96,11277.218405343605,-4.258405343605773
11273.96,11276.704604603428,-2.744604603429252
11274.96,11275.435103114816,-0.4751031148171023
11275.96,11275.435103114816,0.5248968851828977
11276.95,11274.762570769963,2.1874292300381057
11277.95,11277.859406380569,0.09059361943218391
11278.94,11275.363669965534,3.576330034466082
11279.93,11280.867492834826,-0.9374928348261165
11280.92,11280.542223020906,0.37777697909405106
11281.92,11285.113654659623,-3.1936546596225526
11282.91,11281.742953729545,1.1670462704551028
11283.9,11283.780508975555,0.11949102444486925
11284.89,11284.83938457773,0.05061542226940219
